organizationid,GradeLevel,Test,Orglevel,organizationname,SchoolYear,ProficientDATNotes,ProficientDenominatorDAT,ProficientDAT,ProficientLabel,ProgressingDATNotes,ProgressingDenominatorDAT,ProgressingDAT,ProgressingLabel,DataAsOf
102220,3rd Grade,WIDAALT,School,Lakeview Hope Academy,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102220,4th Grade,WIDAACC,School,Lakeview Hope Academy,2024-25,None,58,7,11.86%,None,51,32,61.54%,2025-09-02T21:02:56.360Z
102220,4th Grade,WIDAALT,School,Lakeview Hope Academy,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102220,5th Grade,WIDAACC,School,Lakeview Hope Academy,2024-25,None,39,7,17.95%,None,34,21,61.76%,2025-09-02T21:02:56.360Z
102220,All Grades,WIDAACC,School,Lakeview Hope Academy,2024-25,None,275,23,8.30%,None,187,89,47.09%,2025-09-02T21:02:56.360Z
102220,All Grades,WIDAALT,School,Lakeview Hope Academy,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102220,Kindergarten,WIDAACC,School,Lakeview Hope Academy,2024-25,Top/Bottom Range - Cross Grade,,,12.5%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,1st Grade,WIDAACC,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,1st Grade,WIDAALT,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102222,2nd Grade,WIDAACC,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,3rd Grade,WIDAACC,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,3rd Grade,WIDAALT,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,4th Grade,WIDAACC,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,5th Grade,WIDAACC,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102222,5th Grade,WIDAALT,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,All Grades,WIDAACC,School,Custer Elementary School,2024-25,<13.0%,,,<13.0%,None,15,7,41.18%,2025-09-02T21:02:56.360Z
102222,All Grades,WIDAALT,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102222,Kindergarten,WIDAACC,School,Custer Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102223,1st Grade,WIDAACC,School,Idlewild Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102223,2nd Grade,WIDAACC,School,Idlewild Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102223,3rd Grade,WIDAACC,School,Idlewild Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102223,4th Grade,WIDAACC,School,Idlewild Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102223,5th Grade,WIDAACC,School,Idlewild Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102223,All Grades,WIDAACC,School,Idlewild Elementary School,2024-25,<12.0%,,,<12.0%,None,15,4,26.67%,2025-09-02T21:02:56.360Z
102223,Kindergarten,WIDAACC,School,Idlewild Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102226,6th Grade,WIDAACC,School,Hudtloff Middle School,2024-25,<5.4%,,,<5.4%,<6.7%,,,<6.7%,2025-09-02T21:02:56.360Z
102226,7th Grade,WIDAACC,School,Hudtloff Middle School,2024-25,<9.1%,,,<9.1%,N<10 - Cross Grade,,,18%,2025-09-02T21:02:56.360Z
102226,8th Grade,WIDAACC,School,Hudtloff Middle School,2024-25,Top/Bottom Range - Cross Grade,,,5.9%,None,38,15,39.47%,2025-09-02T21:02:56.360Z
102226,All Grades,WIDAACC,School,Hudtloff Middle School,2024-25,None,139,4,2.88%,None,99,19,19.19%,2025-09-02T21:02:56.360Z
102227,1st Grade,WIDAACC,School,Tyee Park Elementary School,2024-25,<15.0%,,,<15.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102227,2nd Grade,WIDAACC,School,Tyee Park Elementary School,2024-25,<18.8%,,,<18.8%,N<10 - Cross Grade,,,31%,2025-09-02T21:02:56.360Z
102227,3rd Grade,WIDAACC,School,Tyee Park Elementary School,2024-25,<11.1%,,,<11.1%,None,24,11,45.83%,2025-09-02T21:02:56.360Z
102227,4th Grade,WIDAACC,School,Tyee Park Elementary School,2024-25,None,21,5,23.81%,None,19,9,47.37%,2025-09-02T21:02:56.360Z
102227,5th Grade,WIDAACC,School,Tyee Park Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,21.1%,None,17,8,47.06%,2025-09-02T21:02:56.360Z
102227,All Grades,WIDAACC,School,Tyee Park Elementary School,2024-25,None,112,10,8.93%,None,82,36,43.90%,2025-09-02T21:02:56.360Z
102227,Kindergarten,WIDAACC,School,Tyee Park Elementary School,2024-25,<30.0%,,,<30.0%,,,,,2025-09-02T21:02:56.360Z
102229,1st Grade,WIDAACC,School,Hillside Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102229,2nd Grade,WIDAACC,School,Hillside Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102229,3rd Grade,WIDAACC,School,Hillside Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102229,4th Grade,WIDAACC,School,Hillside Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102229,5th Grade,WIDAACC,School,Hillside Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102229,All Grades,WIDAACC,School,Hillside Elementary School,2024-25,None,48,10,20.83%,None,28,16,57.14%,2025-09-02T21:02:56.360Z
102229,Kindergarten,WIDAACC,School,Hillside Elementary School,2024-25,None,15,6,40.00%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,1st Grade,WIDAACC,School,Lake Louise Elementary School,2024-25,None,14,3,18.75%,None,12,7,53.85%,2025-09-02T21:02:56.360Z
102231,1st Grade,WIDAALT,School,Lake Louise Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,2nd Grade,WIDAACC,School,Lake Louise Elementary School,2024-25,<15.8%,,,<15.8%,None,15,7,43.75%,2025-09-02T21:02:56.360Z
102231,2nd Grade,WIDAALT,School,Lake Louise Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,3rd Grade,WIDAACC,School,Lake Louise Elementary School,2024-25,<23.1%,,,<23.1%,None,11,4,36.36%,2025-09-02T21:02:56.360Z
102231,4th Grade,WIDAACC,School,Lake Louise Elementary School,2024-25,<23.1%,,,<23.1%,None,12,7,53.85%,2025-09-02T21:02:56.360Z
102231,4th Grade,WIDAALT,School,Lake Louise Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,5th Grade,WIDAACC,School,Lake Louise Elementary School,2024-25,None,11,3,25.00%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,5th Grade,WIDAALT,School,Lake Louise Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,All Grades,WIDAACC,School,Lake Louise Elementary School,2024-25,None,80,12,14.12%,None,59,31,49.21%,2025-09-02T21:02:56.360Z
102231,All Grades,WIDAALT,School,Lake Louise Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102231,Kindergarten,WIDAACC,School,Lake Louise Elementary School,2024-25,<25.0%,,,<25.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102233,2nd Grade,WIDAACC,School,Beachwood Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102233,3rd Grade,WIDAACC,School,Beachwood Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102233,4th Grade,WIDAACC,School,Beachwood Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102233,All Grades,WIDAACC,School,Beachwood Elementary School,2024-25,<25.0%,,,<25.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102233,Kindergarten,WIDAACC,School,Beachwood Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102234,1st Grade,WIDAACC,School,Dower Elementary School,2024-25,<20.0%,,,<20.0%,>72.7%,,,>72.7%,2025-09-02T21:02:56.360Z
102234,2nd Grade,WIDAACC,School,Dower Elementary School,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102234,3rd Grade,WIDAACC,School,Dower Elementary School,2024-25,<27.3%,,,<27.3%,None,10,7,70.00%,2025-09-02T21:02:56.360Z
102234,4th Grade,WIDAACC,School,Dower Elementary School,2024-25,None,15,5,33.33%,>72.7%,,,>72.7%,2025-09-02T21:02:56.360Z
102234,5th Grade,WIDAACC,School,Dower Elementary School,2024-25,<23.1%,,,<23.1%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102234,All Grades,WIDAACC,School,Dower Elementary School,2024-25,None,76,9,11.84%,None,47,34,72.34%,2025-09-02T21:02:56.360Z
102234,Kindergarten,WIDAACC,School,Dower Elementary School,2024-25,<23.1%,,,<23.1%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102235,10th Grade,WIDAACC,School,Lakes High School,2024-25,None,32,8,25.00%,None,20,14,70.00%,2025-09-02T21:02:56.360Z
102235,11th Grade,WIDAACC,School,Lakes High School,2024-25,None,21,5,23.81%,None,12,7,58.33%,2025-09-02T21:02:56.360Z
102235,12th Grade,WIDAACC,School,Lakes High School,2024-25,<21.4%,,,<21.4%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102235,9th Grade,WIDAACC,School,Lakes High School,2024-25,<13.6%,,,<13.6%,None,16,8,52.94%,2025-09-02T21:02:56.360Z
102235,9th Grade,WIDAALT,School,Lakes High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102235,All Grades,WIDAACC,School,Lakes High School,2024-25,None,89,15,17.78%,None,56,32,57.89%,2025-09-02T21:02:56.360Z
102235,All Grades,WIDAALT,School,Lakes High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102236,1st Grade,WIDAACC,School,Carter Lake Elementary School,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102236,2nd Grade,WIDAACC,School,Carter Lake Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102236,3rd Grade,WIDAACC,School,Carter Lake Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102236,4th Grade,WIDAACC,School,Carter Lake Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102236,5th Grade,WIDAACC,School,Carter Lake Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102236,All Grades,WIDAACC,School,Carter Lake Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,10.7%,None,21,11,52.38%,2025-09-02T21:02:56.360Z
102236,Kindergarten,WIDAACC,School,Carter Lake Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102237,6th Grade,WIDAACC,School,Thomas Middle School,2024-25,N<10 - Cross Grade,,,14%,N<10 - Cross Grade,,,21%,2025-09-02T21:02:56.360Z
102237,7th Grade,WIDAACC,School,Thomas Middle School,2024-25,None,38,6,15.38%,None,32,15,45.45%,2025-09-02T21:02:56.360Z
102237,7th Grade,WIDAALT,School,Thomas Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102237,8th Grade,WIDAACC,School,Thomas Middle School,2024-25,<10.7%,,,<10.7%,None,22,9,40.91%,2025-09-02T21:02:56.360Z
102237,All Grades,WIDAACC,School,Thomas Middle School,2024-25,None,87,10,11.36%,None,73,28,37.84%,2025-09-02T21:02:56.360Z
102237,All Grades,WIDAALT,School,Thomas Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102239,6th Grade,WIDAACC,School,Lochburn Middle School,2024-25,<7.1%,,,<7.1%,<9.4%,,,<9.4%,2025-09-02T21:02:56.360Z
102239,7th Grade,WIDAACC,School,Lochburn Middle School,2024-25,<6.8%,,,<6.8%,None,31,5,16.13%,2025-09-02T21:02:56.360Z
102239,8th Grade,WIDAACC,School,Lochburn Middle School,2024-25,<10.7%,,,<10.7%,N<10 - Cross Grade,,,17%,2025-09-02T21:02:56.360Z
102239,All Grades,WIDAACC,School,Lochburn Middle School,2024-25,<2.65%,,,<2.65%,None,81,10,12.35%,2025-09-02T21:02:56.360Z
102241,1st Grade,WIDAACC,School,Oakbrook Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102241,2nd Grade,WIDAACC,School,Oakbrook Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102241,3rd Grade,WIDAACC,School,Oakbrook Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102241,4th Grade,WIDAACC,School,Oakbrook Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102241,5th Grade,WIDAACC,School,Oakbrook Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102241,All Grades,WIDAACC,School,Oakbrook Elementary School,2024-25,None,23,6,26.09%,None,19,11,57.89%,2025-09-02T21:02:56.360Z
102241,Kindergarten,WIDAACC,School,Oakbrook Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102245,1st Grade,WIDAACC,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,2nd Grade,WIDAACC,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,3rd Grade,WIDAACC,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,3rd Grade,WIDAALT,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,4th Grade,WIDAACC,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,5th Grade,WIDAACC,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,All Grades,WIDAACC,School,Evergreen Elementary School,2024-25,<15.0%,,,<15.0%,None,10,6,54.55%,2025-09-02T21:02:56.360Z
102245,All Grades,WIDAALT,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102245,Kindergarten,WIDAACC,School,Evergreen Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102250,6th Grade,WIDAACC,School,Goodman Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102250,7th Grade,WIDAACC,School,Goodman Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102250,8th Grade,WIDAACC,School,Goodman Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102250,All Grades,WIDAACC,School,Goodman Middle School,2024-25,<20.0%,,,<20.0%,None,13,6,46.15%,2025-09-02T21:02:56.360Z
102251,10th Grade,WIDAACC,School,Peninsula High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102251,11th Grade,WIDAACC,School,Peninsula High School,2024-25,<25.0%,,,<25.0%,<27.3%,,,<27.3%,2025-09-02T21:02:56.360Z
102251,12th Grade,WIDAACC,School,Peninsula High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102251,9th Grade,WIDAACC,School,Peninsula High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102251,All Grades,WIDAACC,School,Peninsula High School,2024-25,<9.4%,,,<9.4%,None,25,8,32.00%,2025-09-02T21:02:56.360Z
102252,1st Grade,WIDAACC,School,Harbor Heights Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102252,2nd Grade,WIDAACC,School,Harbor Heights Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102252,3rd Grade,WIDAACC,School,Harbor Heights Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102252,4th Grade,WIDAACC,School,Harbor Heights Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102252,5th Grade,WIDAACC,School,Harbor Heights Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102252,All Grades,WIDAACC,School,Harbor Heights Elementary School,2024-25,<13.0%,,,<13.0%,None,13,5,38.46%,2025-09-02T21:02:56.360Z
102252,Kindergarten,WIDAACC,School,Harbor Heights Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102253,1st Grade,WIDAACC,School,Evergreen Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102253,2nd Grade,WIDAACC,School,Evergreen Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102253,3rd Grade,WIDAACC,School,Evergreen Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102253,4th Grade,WIDAACC,School,Evergreen Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102253,5th Grade,WIDAACC,School,Evergreen Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102253,All Grades,WIDAACC,School,Evergreen Elementary,2024-25,<20.0%,,,<20.0%,None,12,4,33.33%,2025-09-02T21:02:56.360Z
102253,Kindergarten,WIDAACC,School,Evergreen Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102254,2nd Grade,WIDAACC,School,Vaughn Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102254,3rd Grade,WIDAACC,School,Vaughn Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102254,5th Grade,WIDAACC,School,Vaughn Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102254,All Grades,WIDAACC,School,Vaughn Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102255,1st Grade,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102255,2nd Grade,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102255,3rd Grade,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102255,4th Grade,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102255,5th Grade,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102255,All Grades,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102255,Kindergarten,WIDAACC,School,Artondale Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102256,1st Grade,WIDAACC,School,Purdy Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102256,2nd Grade,WIDAACC,School,Purdy Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102256,3rd Grade,WIDAACC,School,Purdy Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102256,4th Grade,WIDAACC,School,Purdy Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102256,5th Grade,WIDAACC,School,Purdy Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102256,All Grades,WIDAACC,School,Purdy Elementary School,2024-25,<30.0%,,,<30.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102256,Kindergarten,WIDAACC,School,Purdy Elementary School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
102259,2nd Grade,WIDAACC,School,Discovery Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102259,3rd Grade,WIDAACC,School,Discovery Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102259,4th Grade,WIDAACC,School,Discovery Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102259,5th Grade,WIDAACC,School,Discovery Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
102259,All Grades,WIDAACC,School,Discovery Elementary School,2024-25,<17.6%,,,<17.6%,None,13,6,46.15%,2025-09-02T21:02:56.360Z
